"study","dataset","variable","label","label_de","concept","questionnaire","question","item","description","description_de"
"twinlife","ZA6701_person_v3-0-0","per0300","patience","Geduldigkeit",,"twinlife-2014-F2F_Modul4_CASI","per0300",,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2008. ; http://dx.doi.org/10.2378/peu2014.art22d","Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2008.  ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.85359.de/personen_2008.pdf"
"twinlife","ZA6701_person_v3-0-0","per0300s","impatience sibling","Ungeduld Geschwister",,"twinlife-2014-F2F_Modul7_EueK","per0300s",,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2008. ; http://dx.doi.org/10.2378/peu2014.art22d","Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2008.  ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.85359.de/personen_2008.pdf"
"twinlife","ZA6701_person_v3-0-0","per0300t","impatience twin 1","Ungeduld Zwilling 1",,"twinlife-2014-F2F_Modul7_EueK","per0300t",,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2008. ; http://dx.doi.org/10.2378/peu2014.art22d","Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2008.  ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.85359.de/personen_2008.pdf"
"twinlife","ZA6701_person_v3-0-0","per0300u","impatience twin 2","Ungeduld Zwilling 2",,"twinlife-2014-F2F_Modul7_EueK","per0300u",,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2008. ; http://dx.doi.org/10.2378/peu2014.art22d","Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2008.  ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.85359.de/personen_2008.pdf"
"twinlife","ZA6701_person_v3-0-0","per0400s","personality sibling: communicative/quiet","Persoenlichkeit Geschwister: gespraechig/still",,"twinlife-2014-F2F_Modul7_EueK","per0400s",1,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
"twinlife","ZA6701_person_v3-0-0","per0400t","personality T1: communicative/quiet","Persoenlichkeit Z1: gespraechig/still",,"twinlife-2014-F2F_Modul7_EueK","per0400t",1,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
"twinlife","ZA6701_person_v3-0-0","per0400u","personality T2: communicative/quiet","Persoenlichkeit Z2: gespraechig/still",,"twinlife-2014-F2F_Modul7_EueK","per0400u",1,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
"twinlife","ZA6701_person_v3-0-0","per0401s","personality sibling: untidy/tidy","Persoenlichkeit Geschwister: unordentlich/ordentlich",,"twinlife-2014-F2F_Modul7_EueK","per0400s",2,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
"twinlife","ZA6701_person_v3-0-0","per0401t","personality T1: untidy/tidy","Persoenlichkeit Z1: unordentlich/ordentlich",,"twinlife-2014-F2F_Modul7_EueK","per0400t",2,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
"twinlife","ZA6701_person_v3-0-0","per0401u","personality T2: untidy/tidy","Persoenlichkeit Z2: unordentlich/ordentlich",,"twinlife-2014-F2F_Modul7_EueK","per0400u",2,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
"twinlife","ZA6701_person_v3-0-0","per0402s","personality sibling: good-natured/irritable","Persoenlichkeit Geschwister: gutmuetig/leicht reizbar",,"twinlife-2014-F2F_Modul7_EueK","per0400s",3,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
"twinlife","ZA6701_person_v3-0-0","per0402t","personality T1: good-natured/irritable","Persoenlichkeit Z1: gutmuetig/leicht reizbar",,"twinlife-2014-F2F_Modul7_EueK","per0400t",3,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
"twinlife","ZA6701_person_v3-0-0","per0402u","personality T2: good-natured/irritable","Persoenlichkeit Z2: gutmuetig/leicht reizbar",,"twinlife-2014-F2F_Modul7_EueK","per0400u",3,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
"twinlife","ZA6701_person_v3-0-0","per0403s","personality sibling: disinterested/hungry for knowledge","Persoenlichkeit Geschwister: wenig interessiert/wissensdurstig",,"twinlife-2014-F2F_Modul7_EueK","per0400s",4,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
"twinlife","ZA6701_person_v3-0-0","per0403t","personality T1: disinterested/hungry for knowledge","Persoenlichkeit Z1: wenig interessiert/wissensdurstig",,"twinlife-2014-F2F_Modul7_EueK","per0400t",4,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
"twinlife","ZA6701_person_v3-0-0","per0403u","personality T2: disinterested/hungry for knowledge","Persoenlichkeit Z2: wenig interessiert/wissensdurstig",,"twinlife-2014-F2F_Modul7_EueK","per0400u",4,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
"twinlife","ZA6701_person_v3-0-0","per0404s","personality sibling: self-confident/insecure","Persoenlichkeit Geschwister: hat Selbstvertrauen/unsicher",,"twinlife-2014-F2F_Modul7_EueK","per0400s",5,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
"twinlife","ZA6701_person_v3-0-0","per0404t","personality T1: self-confident/insecure","Persoenlichkeit Z1: hat Selbstvertrauen/unsicher",,"twinlife-2014-F2F_Modul7_EueK","per0400t",5,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
"twinlife","ZA6701_person_v3-0-0","per0404u","personality T2: self-confident/insecure","Persoenlichkeit Z2: hat Selbstvertrauen/unsicher",,"twinlife-2014-F2F_Modul7_EueK","per0400u",5,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
"twinlife","ZA6701_person_v3-0-0","per0405s","personality sibling: withdrawn/sociable","Persoenlichkeit Geschwister: zurueckgezogen/kontaktfreudig",,"twinlife-2014-F2F_Modul7_EueK","per0400s",6,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
"twinlife","ZA6701_person_v3-0-0","per0405t","personality T1: withdrawn/sociable","Persoenlichkeit Z1: zurueckgezogen/kontaktfreudig",,"twinlife-2014-F2F_Modul7_EueK","per0400t",6,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
"twinlife","ZA6701_person_v3-0-0","per0405u","personality T2: withdrawn/sociable","Persoenlichkeit Z2: zurueckgezogen/kontaktfreudig",,"twinlife-2014-F2F_Modul7_EueK","per0400u",6,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
"twinlife","ZA6701_person_v3-0-0","per0406s","personality sibling: concentrated/easily distracted","Persoenlichkeit Geschwister: konzentriert/leicht ablenkbar",,"twinlife-2014-F2F_Modul7_EueK","per0400s",7,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
"twinlife","ZA6701_person_v3-0-0","per0406t","personality T1: concentrated/easily distracted","Persoenlichkeit Z1: konzentriert/leicht ablenkbar",,"twinlife-2014-F2F_Modul7_EueK","per0400t",7,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
"twinlife","ZA6701_person_v3-0-0","per0406u","personality T2: concentrated/easily distracted","Persoenlichkeit Z2: konzentriert/leicht ablenkbar",,"twinlife-2014-F2F_Modul7_EueK","per0400u",7,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
"twinlife","ZA6701_person_v3-0-0","per0407s","personality sibling: defiant/compliant","Persoenlichkeit Geschwister: trotzig/folgsam",,"twinlife-2014-F2F_Modul7_EueK","per0400s",8,"Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Data Documentation 20. Berlin: DIW Berlin.","Weinert, S., Asendorpf, J. B., Beelmann, A., Doil, H., Frevert, S., Lohaus, A., & Hasselhorn, M. (2007). Expertise zur Erfassung von psychologischen Personmerkmalen bei Kindern im Alter von fünf Jahren im Rahmen des SOEP. Berlin: DIW Berlin. Data Documentation 20.  ; https://www.diw.de/documents/publikationen/73/diw_01.c.60002.de/diw_datadoc_2007-020.pdf"
