"study","questionnaire","answer_list","value","label","label_de"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer9000",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer9000",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer9000",1,"1: primary school","1: Grundschule"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer9000",2,"2: orientation level for secondary education","2: Orientierungsschule"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer9000",3,"3: lower secondary school","3: Hauptschule"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer9000",4,"4: intermediate level secondary school","4: Realschule"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer9000",5,"5: integrated lower and intermediate level secondary school","5: Verb. Haupt- und Realschule (auch Sekundar-, Regel-, Mittel-, Ober-, Wirtsch.- und erw. Realschule, reg. Schule)"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer9000",6,"6: comprehensive secondary school","6: Gesamtschule (auch integrierte Schule)"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer9000",7,"7: Waldorf school (Rudolf Steiner school)","7: Waldorfschule"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer9000",8,"8: higher secondary school","8: Gymnasium (auch Kolleg)"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer9000",9,"9: school for handicaped children","9: Sonderschule/Foerderschule"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer9000",10,"10: other school, such as","10: andere Schule, und zwar"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","mis",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","mis",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","mis",-96,"-96: I can't remember","-96: ich kann mich nicht erinnern"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","sex",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","sex",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","sex",1,"1: male","1: maennlich"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","sex",2,"2: female","2: weiblich"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","yn",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","yn",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","yn",-96,"-96: I can't remember","-96: ich kann mich nicht erinnern"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","yn",1,"1: yes","1: ja"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","yn",2,"2: no","2: nein"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2001",1,"1: first half-year","1: erstes Halbjahr"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2001",2,"2: second half-year","2: zweites Halbjahr"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2002",1,"1","1"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2002",2,"2","2"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2002",3,"3","3"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2002",4,"4","4"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2002",5,"5","5"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2002",6,"6","6"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2002",7,"7","7"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2002",8,"8","8"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2002",9,"9","9"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2002",10,"10","10"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2002",11,"11","11"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2002",12,"12","12"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2002",13,"13","13"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2002",20,"20: introductory phase of upper secondary school","20: Einfuehrungsphase d. Oberstufe"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2002",21,"21: first year of qualification phase","21: 1. Jahr d. Qualifikationsstufe"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2002",22,"22: second year of qualification phase","22: 2. Jahr d. Qualifikationsstufe"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003",1,"1: primary school","1: Grundschule"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003",2,"2: orientation level for secondary education","2: Orientierungsschule"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003",3,"3: lower secondary school","3: Hauptschule"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003",4,"4: intermediate level secondary school","4: Realschule"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003",5,"5: integrated lower and intermediate level secondary school","5: Verb. Haupt- und Realschule (auch Sekundar-, Regel-, Mittel-, Ober-, Wirtsch.- und erw. Realschule, reg. Schule)"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003",6,"6: comprehensive secondary school","6: Gesamtschule (auch integrierte Schule)"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003",7,"7: Waldorf school","7: Waldorfschule"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003",8,"8: upper secondary school","8: Gymnasium (auch Kolleg)"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003",9,"9: school for special needs children","9: Sonderschule/Foerderschule"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003",10,"10: other school, such as","10: andere Schule, und zwar"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003g",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003g",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003g",1,"1: primary school","1: Grundschule"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003g",2,"2: orientation level for secondary education","2: Orientierungsschule"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003g",3,"3: lower secondary school","3: Hauptschule"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003g",4,"4: intermediate level secondary school","4: Realschule"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003g",5,"5: integrated lower and intermediate level secondary school","5: Verb. Haupt- und Realschule (auch Sekundar-, Regel-, Mittel-, Ober-, Wirtsch.- und erw. Realschule, reg. Schule)"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003g",6,"6: comprehensive secondary school","6: Gesamtschule (auch integrierte Schule)"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003g",7,"7: Waldorf school","7: Waldorfschule"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003g",8,"8: higher secondary school","8: Gymnasium (auch Kolleg)"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003g",9,"9: school for special needs children","9: Sonderschule/Foerderschule"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003g",10,"10: middle school","10: Mittelschule"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003g",11,"11: technical secondary school","11: Fachoberschule"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003g",12,"12: vocational school","12: Berufsschule"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003g",13,"13: vocational college","13: Berufsfachschule"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2003g",14,"14: other","14: Sonstiges"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2101",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2101",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2101",1,"1: left school without school-leaving qualification","1: Schule ohne Abschluss verlassen"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2101",2,"2: primary/lower secondary school-leaving qualification (GDR: grade 8)","2: Volks-/Hauptschulabschluss (DDR: 8. Klasse)"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2101",3,"3: intermediate secondary school-leaving qualification (GDR: grade 10)","3: Realschulabschluss/Mittlere Reife (DDR: 10. Klasse)"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2101",4,"4: university of applied sciences entrance diploma (school-leaving qualification from a technical secondary school)","4: Fachhochschulreife (Abschluss einer Fachoberschule)"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2101",5,"5: upper secondary school-leaving qualification (Abitur/university entrance diploma)","5: Abitur/Hochschulreife"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2101",6,"6: other school-leaving qualification","6: sonstiger Schulabschluss"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2209",1,"1: French","1: Franzoesisch"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2209",2,"2: Latin","2: Latein"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2209",3,"3: Spanish","3: Spanisch"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2209",4,"4: Russian","4: Russisch"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2209",5,"5: Italian","5: Italienisch"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer2209",6,"6: other","6: Sonstige"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer3002",1,"1: grades","1: Noten"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer3002",2,"2: written assessment","2: schriftliche Beurteilung"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer3002",3,"3: categorial assessment","3: kategoriale Beurteilung"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","cer3002",4,"4: other assessment","4: sonstige Beurteilung"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","mis",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","mis",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","mis",-96,"-96: I can't remember","-96: ich kann mich nicht erinnern"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","yn",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","yn",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","yn",-96,"-96: I can't remember","-96: ich kann mich nicht erinnern"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","yn",1,"1: yes","1: ja"
"twinlife","twinlife-2014-F2F_Modul9_ZeugnisFoto","yn",2,"2: no","2: nein"
"twinlife","twinlife-2016-CATI_EueK","cer0100",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2016-CATI_EueK","cer0100",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2016-CATI_EueK","cer0100",995,"995: there is not the subject as such","995: es gibt das Fach als solches nicht"
"twinlife","twinlife-2016-CATI_EueK","cer0100",996,"996: abroad not available or deselected","996: im Ausland nicht vorhanden bzw. abgewaehlt"
"twinlife","twinlife-2016-CATI_EueK","cer0100",997,"997: there are no grades, only reviews","997: es gibt keine Noten, nur Bewertungen"
"twinlife","twinlife-2016-CATI_EueK","edu0400",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2016-CATI_EueK","edu0400",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2016-CATI_EueK","edu0400",1,"1: primary school","1: Grundschule"
"twinlife","twinlife-2016-CATI_EueK","edu0400",2,"2: orientation level for secondary education","2: Orientierungsschule"
"twinlife","twinlife-2016-CATI_EueK","edu0400",3,"3: lower secondary school","3: Hauptschule"
"twinlife","twinlife-2016-CATI_EueK","edu0400",4,"4: intermediate level secondary school","4: Realschule"
"twinlife","twinlife-2016-CATI_EueK","edu0400",5,"5: integrated lower and intermediate level secondary school","5: Verb. Haupt- und Realschule (auch Sekundar-, Regel-, Mittel-, Ober-, Wirtsch.- und erw. Realschule, reg. Schule)"
"twinlife","twinlife-2016-CATI_EueK","edu0400",6,"6: comprehensive secondary school","6: Gesamtschule (auch integrierte Schule)"
"twinlife","twinlife-2016-CATI_EueK","edu0400",7,"7: Waldorf school (Rudolf Steiner school)","7: Waldorfschule"
"twinlife","twinlife-2016-CATI_EueK","edu0400",8,"8: higher secondary school","8: Gymnasium (auch Kolleg)"
"twinlife","twinlife-2016-CATI_EueK","edu0400",9,"9: school for handicaped children","9: Sonderschule/Foerderschule"
"twinlife","twinlife-2016-CATI_EueK","edu0400",10,"10: other school, such as","10: andere Schule, und zwar"
"twinlife","twinlife-2016-CATI_EueK","edu0500",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2016-CATI_EueK","edu0500",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2016-CATI_EueK","edu0500",1,"1: day nursery","1: Krippe"
"twinlife","twinlife-2016-CATI_EueK","edu0500",2,"2: day care center","2: Kita"
"twinlife","twinlife-2016-CATI_EueK","edu0500",3,"3: nursery school","3: Kindergarten"
"twinlife","twinlife-2016-CATI_EueK","edu0500",4,"4: preschool / remedial classes","4: Vorschule / Grundschulfoerderklasse"
"twinlife","twinlife-2016-CATI_EueK","edu0500",5,"5: other care facilities, namely:","5: andere Betreuungseinrichtung, und zwar:"
"twinlife","twinlife-2016-CATI_EueK","edu0500",6,"6: no","6: nein"
"twinlife","twinlife-2016-CATI_EueK","mis",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2016-CATI_EueK","mis",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2016-CATI_EueK","mis",-96,"-96: I can't remember","-96: ich kann mich nicht erinnern"
"twinlife","twinlife-2016-CATI_EueK","mn",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2016-CATI_EueK","mn",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2016-CATI_EueK","mn",0,"0: not mentioned","0: nicht genannt"
"twinlife","twinlife-2016-CATI_EueK","mn",1,"1: mentioned","1: genannt"
"twinlife","twinlife-2016-CATI_EueK","rel0100",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2016-CATI_EueK","rel0100",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2016-CATI_EueK","rel0100",1,"1: catholic","1: katholisch"
"twinlife","twinlife-2016-CATI_EueK","rel0100",2,"2: protestant (without Free Churches)","2: evangelisch/protestantisch (ohne Freikirchen)"
"twinlife","twinlife-2016-CATI_EueK","rel0100",3,"3: a member of an Evangelical Free Church","3: Mitglied einer evangelischen Freikirche"
"twinlife","twinlife-2016-CATI_EueK","rel0100",4,"4: a member of a different Christian denomination or religious community","4: Mitglied einer anderen christlichen Religionsgemeinschaft"
"twinlife","twinlife-2016-CATI_EueK","rel0100",5,"5: a member of an Islamic religious community","5: Mitglied einer islamischen Religionsgemeinschaft"
"twinlife","twinlife-2016-CATI_EueK","rel0100",6,"6: a member of an Jewish religious community","6: Mitglied einer juedischen Religionsgemeinschaft"
"twinlife","twinlife-2016-CATI_EueK","rel0100",7,"7: a member of another religious community. Which one:","7: Mitglied einer anderen Religionsgemeinschaft. Welche:"
"twinlife","twinlife-2016-CATI_EueK","rel0100",8,"8: no, I am not a member of a religious community","8: nein, konfessionslos"
"twinlife","twinlife-2016-CATI_EueK","rel0200",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2016-CATI_EueK","rel0200",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2016-CATI_EueK","rel0200",1,"1: at least once a week","1: mindestens einmal pro Woche"
"twinlife","twinlife-2016-CATI_EueK","rel0200",2,"2: at least once a month","2: mindestens einmal im Monat"
"twinlife","twinlife-2016-CATI_EueK","rel0200",3,"3: several times a year","3: mehrmals im Jahr"
"twinlife","twinlife-2016-CATI_EueK","rel0200",4,"4: once a year or less often","4: einmal im Jahr oder seltener"
"twinlife","twinlife-2016-CATI_EueK","rel0200",5,"5: never","5: nie"
"twinlife","twinlife-2016-CATI_EueK","she0100",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2016-CATI_EueK","she0100",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2016-CATI_EueK","she0100",1,"1: excellent","1: ausgezeichnet"
"twinlife","twinlife-2016-CATI_EueK","she0100",2,"2: very good","2: sehr gut"
"twinlife","twinlife-2016-CATI_EueK","she0100",3,"3: good","3: gut"
"twinlife","twinlife-2016-CATI_EueK","she0100",4,"4: less good","4: maessig"
"twinlife","twinlife-2016-CATI_EueK","she0100",5,"5: poor","5: schlecht"
"twinlife","twinlife-2016-CATI_EueK","she0100",6,"6: very poor","6: sehr schlecht"
"twinlife","twinlife-2016-CATI_EueK","yn",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2016-CATI_EueK","yn",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2016-CATI_EueK","yn",-96,"-96: I can't remember","-96: ich kann mich nicht erinnern"
"twinlife","twinlife-2016-CATI_EueK","yn",1,"1: yes","1: ja"
"twinlife","twinlife-2016-CATI_EueK","yn",2,"2: no","2: nein"
"twinlife","twinlife-2016-CATI_Haushaltsbogen","bas1200",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2016-CATI_Haushaltsbogen","bas1200",1,"1: yes","1: ja"
"twinlife","twinlife-2016-CATI_Haushaltsbogen","bas1200",2,"2: no, not telephone but F2F","2: nein, nicht am Telefon aber F2F"
"twinlife","twinlife-2016-CATI_Haushaltsbogen","bas1200",3,"3: no, not at all","3: nein, gar nicht"
"twinlife","twinlife-2016-CATI_Haushaltsbogen","liv0310",1,"1: subletting","1: zur Untermiete"
"twinlife","twinlife-2016-CATI_Haushaltsbogen","liv0310",2,"2: in a rented apartment/house","2: in einer Mietwohnung/einem gemieteten Haus"
"twinlife","twinlife-2016-CATI_Haushaltsbogen","liv0310",3,"3: in residential property, owned by myself alone","3: in Wohnungs-/Hauseigentum, das mir allein gehoert"
"twinlife","twinlife-2016-CATI_Haushaltsbogen","liv0310",4,"4: in residential property, owned by my parents/parent","4: In Wohnungs-/Hauseigentum, das meinen Eltern / einem Elternteil gehoert"
"twinlife","twinlife-2016-CATI_Haushaltsbogen","liv0310",5,"5: in residential property, owned by my partner","5: in Wohnungs-/Hauseigentum, das meinem Partner / meiner Partnerin gehoert"
"twinlife","twinlife-2016-CATI_Haushaltsbogen","liv0310",6,"6: in residential property, owned by my partner and me together","6: in Wohnungs-/Hauseigentum, das meinem Partner / meiner Partnerin und mir gemeinsam gehoert"
"twinlife","twinlife-2016-CATI_Haushaltsbogen","liv0310",7,"7: in residential property, owned by another person, namely","7: in Wohnungs-/Hauseigentum, das einer anderen Person gehoert, und zwar"
"twinlife","twinlife-2016-CATI_Haushaltsbogen","liv0400",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2016-CATI_Haushaltsbogen","liv0400",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2016-CATI_Haushaltsbogen","liv0400",1,"1: own household","1: eigener Haushalt"
