"study","questionnaire","question","item","number","concept","text","text_de","instruction","instruction_de","answer_list","scale","filter","goto","label","template.id","range","scripternotes","old.template.id","dataset","var_fix","description","description_de"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0202",,31,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0203",,32,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0204",,33,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0205",,34,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0206",,35,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0207",,36,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0208",,37,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0209",,38,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0211",,39,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"yn","cat","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0212",,40,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0300",,41,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"yn","cat","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0301",,42,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0302",,43,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0303",,44,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0304",,45,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0305",,46,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0306",,47,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0307",,48,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0308",,49,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0309",,50,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0311",,51,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"yn","cat","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0312",,52,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0400",,53,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"yn","cat","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0401",,54,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0402",,55,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0403",,56,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0404",,57,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0405",,58,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0406",,59,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0407",,60,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0408",,61,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0409",,62,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0411",,63,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"yn","cat","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0412",,64,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0500",,65,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"yn","cat","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0501",,66,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0502",,67,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0503",,68,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0504",,69,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0505",,70,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0506",,71,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0507",,72,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0508",,73,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0509",,74,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0511",,75,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"yn","cat","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0512",,76,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0600",,77,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"yn","cat","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0601",,78,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0602",,79,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
