study_name,questionnaire_name,question_name,item,number,concept,text,text_de,instruction,instruction_de,answer_list,scale,filter,goto,label,variable_description,variable_description_de,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,answer_list_name,item_name
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,34.0,190,,parenting style mother: threatens inconsequently with punishment,10 bis 15 Jahre: Deine Mutter droht Dir eine Strafe an, straft Dich dann aber doch nicht. / 16 bis 17 Jahre: Ihre Mutter droht Ihnen eine Strafe an, straft Sie dann aber doch nicht. / ab 18 Jahren: Ihre Mutter drohte Ihnen eine Strafe an, strafte Sie dann aber doch nicht.,,,fre5,cat,,,,,,,,,,,,,,, strafte sie dann aber doch nicht.,34.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,35.0,191,,parenting style mother: threatens inconsequently with punishment,10 bis 15 Jahre: Deine Mutter droht Dir eine Strafe an, straft Dich dann aber doch nicht. / 16 bis 17 Jahre: Ihre Mutter droht Ihnen eine Strafe an, straft Sie dann aber doch nicht. / ab 18 Jahren: Ihre Mutter drohte Ihnen eine Strafe an, strafte Sie dann aber doch nicht.,,,fre5,cat,,,,,,,,,,,,,,, strafte sie dann aber doch nicht.,35.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,36.0,192,,parenting style mother: threatens inconsequently with punishment,10 bis 15 Jahre: Deine Mutter droht Dir eine Strafe an, straft Dich dann aber doch nicht. / 16 bis 17 Jahre: Ihre Mutter droht Ihnen eine Strafe an, straft Sie dann aber doch nicht. / ab 18 Jahren: Ihre Mutter drohte Ihnen eine Strafe an, strafte Sie dann aber doch nicht.,,,fre5,cat,,,,,,,,,,,,,,, strafte sie dann aber doch nicht.,36.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,37.0,193,,parenting style mother: inconsequent,10 bis 15 Jahre: Deiner Mutter faellt es schwer, in ihrer Erziehung konsequent zu sein (z.B. auf die Einhaltung von vereinbarten Regeln oder Verbote zu achten). / 16 bis 17 Jahre: Ihrer Mutter faellt es schwer, in ihrer Erziehung konsequent zu sein (z.B. auf die Einhaltung von vereinbarten Regeln oder Verbote zu achten). / ab 18 Jahren: Ihrer Mutter fiel es schwer, in ihrer Erziehung konsequent zu sein (z.B. auf die Einhaltung von vereinbarten Regeln oder Verbote zu achten).,,,fre5,cat,,,,,,,,,,,,,,, in ihrer erziehung konsequent zu sein (z.b. auf die einhaltung von vereinbarten regeln oder verbote zu achten).,37.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,38.0,194,,parenting style mother: inconsequent,10 bis 15 Jahre: Deiner Mutter faellt es schwer, in ihrer Erziehung konsequent zu sein (z.B. auf die Einhaltung von vereinbarten Regeln oder Verbote zu achten). / 16 bis 17 Jahre: Ihrer Mutter faellt es schwer, in ihrer Erziehung konsequent zu sein (z.B. auf die Einhaltung von vereinbarten Regeln oder Verbote zu achten). / ab 18 Jahren: Ihrer Mutter fiel es schwer, in ihrer Erziehung konsequent zu sein (z.B. auf die Einhaltung von vereinbarten Regeln oder Verbote zu achten).,,,fre5,cat,,,,,,,,,,,,,,, in ihrer erziehung konsequent zu sein (z.b. auf die einhaltung von vereinbarten regeln oder verbote zu achten).,38.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,39.0,195,,parenting style mother: inconsequent,10 bis 15 Jahre: Deiner Mutter faellt es schwer, in ihrer Erziehung konsequent zu sein (z.B. auf die Einhaltung von vereinbarten Regeln oder Verbote zu achten). / 16 bis 17 Jahre: Ihrer Mutter faellt es schwer, in ihrer Erziehung konsequent zu sein (z.B. auf die Einhaltung von vereinbarten Regeln oder Verbote zu achten). / ab 18 Jahren: Ihrer Mutter fiel es schwer, in ihrer Erziehung konsequent zu sein (z.B. auf die Einhaltung von vereinbarten Regeln oder Verbote zu achten).,,,fre5,cat,,,,,,,,,,,,,,, in ihrer erziehung konsequent zu sein (z.b. auf die einhaltung von vereinbarten regeln oder verbote zu achten).,39.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,,196,,How often do the following things typically happen between you and your step mother (name of step mother)?,10 bis 15 Jahre: Wie haeufig kommen folgende Dinge typischerweise zwischen Dir und [Name der Stiefmutter] vor? / 16 bis 17 Jahre: Wie haeufig kommen folgende Dinge typischerweise zwischen Ihnen und [Name der Stiefmutter] vor? / ab 18 Jahren: Bitte denken Sie an die Zeit, in der Sie noch zu Hause gelebt haben, bzw. an die Zeit bis zu Ihrem 18. Lebensjahr.. Wie haeufig kamen typischerweise folgende Dinge zwischen Ihnen und [Name der Stiefmutter] vor?,,,fre5,txt,"(ptyp == 1 | ptyp == 2 | ptyp == 200) & age > 9 & age < 16 & bas0401 != ""9999999999""",,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,1.0,197,,parenting style stepmother: shows affection,10 bis 15 Jahre: [Name der Stiefmutter] zeigt Dir, dass sie Dich gerne hat. / 16 bis 17 Jahre: [Name der Stiefmutter] zeigt Ihnen mit Worten und Gesten, dass sie Sie gerne hat. / ab 18 Jahren: [Name der Stiefmutter] zeigte Ihnen mit Worten und Gesten, dass sie Sie gerne hat.,,,fre5,cat,,,,,,,,,,,,,,, dass sie sie gerne hat.,1.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,2.0,198,,parenting style stepmother: shows affection,10 bis 15 Jahre: [Name der Stiefmutter] zeigt Dir, dass sie Dich gerne hat. / 16 bis 17 Jahre: [Name der Stiefmutter] zeigt Ihnen mit Worten und Gesten, dass sie Sie gerne hat. / ab 18 Jahren: [Name der Stiefmutter] zeigte Ihnen mit Worten und Gesten, dass sie Sie gerne hat.,,,fre5,cat,,,,,,,,,,,,,,, dass sie sie gerne hat.,2.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,3.0,199,,parenting style stepmother: shows affection,10 bis 15 Jahre: [Name der Stiefmutter] zeigt Dir, dass sie Dich gerne hat. / 16 bis 17 Jahre: [Name der Stiefmutter] zeigt Ihnen mit Worten und Gesten, dass sie Sie gerne hat. / ab 18 Jahren: [Name der Stiefmutter] zeigte Ihnen mit Worten und Gesten, dass sie Sie gerne hat.,,,fre5,cat,,,,,,,,,,,,,,, dass sie sie gerne hat.,3.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,4.0,200,,parenting style stepmother: praises,10 bis 15 Jahre: [Name der Stiefmutter] lobt Dich. / 16 bis 17 Jahre: [Name der Stiefmutter] lobt Sie. / ab 18 Jahren: [Name der Stiefmutter] lobte Sie.,,,fre5,cat,,,,,,,,,,,,,,,,,,fre5,4.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,5.0,201,,parenting style stepmother: praises,10 bis 15 Jahre: [Name der Stiefmutter] lobt Dich. / 16 bis 17 Jahre: [Name der Stiefmutter] lobt Sie. / ab 18 Jahren: [Name der Stiefmutter] lobte Sie.,,,fre5,cat,,,,,,,,,,,,,,,,,,fre5,5.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,6.0,202,,parenting style stepmother: praises,10 bis 15 Jahre: [Name der Stiefmutter] lobt Dich. / 16 bis 17 Jahre: [Name der Stiefmutter] lobt Sie. / ab 18 Jahren: [Name der Stiefmutter] lobte Sie.,,,fre5,cat,,,,,,,,,,,,,,,,,,fre5,6.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,7.0,203,,parenting style stepmother: cheers up,10 bis 15 Jahre: [Name der Stiefmutter] troestet Dich, wenn Du traurig bist. / 16 bis 17 Jahre: [Name der Stiefmutter] troestet Sie, wenn Sie traurig sind. / ab 18 Jahren: [Name der Stiefmutter] troestete Sie, wenn Sie traurig waren.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie traurig waren.,7.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,8.0,204,,parenting style stepmother: cheers up,10 bis 15 Jahre: [Name der Stiefmutter] troestet Dich, wenn Du traurig bist. / 16 bis 17 Jahre: [Name der Stiefmutter] troestet Sie, wenn Sie traurig sind. / ab 18 Jahren: [Name der Stiefmutter] troestete Sie, wenn Sie traurig waren.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie traurig waren.,8.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,9.0,205,,parenting style stepmother: cheers up,10 bis 15 Jahre: [Name der Stiefmutter] troestet Dich, wenn Du traurig bist. / 16 bis 17 Jahre: [Name der Stiefmutter] troestet Sie, wenn Sie traurig sind. / ab 18 Jahren: [Name der Stiefmutter] troestete Sie, wenn Sie traurig waren.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie traurig waren.,9.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,10.0,206,,parenting style stepmother: supports,10 bis 15 Jahre: [Name der Stiefmutter] unterstuetzt Dich, wenn Du ein Problem hast. / 16 bis 17 Jahre: [Name der Stiefmutter] unterstuetzt Sie, wenn Sie ein Problem haben. / ab 18 Jahren: [Name der Stiefmutter] unterstuetzte Sie, wenn Sie ein Problem hatten.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie ein problem hatten.,10.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,11.0,207,,parenting style stepmother: supports,10 bis 15 Jahre: [Name der Stiefmutter] unterstuetzt Dich, wenn Du ein Problem hast. / 16 bis 17 Jahre: [Name der Stiefmutter] unterstuetzt Sie, wenn Sie ein Problem haben. / ab 18 Jahren: [Name der Stiefmutter] unterstuetzte Sie, wenn Sie ein Problem hatten.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie ein problem hatten.,11.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,12.0,208,,parenting style stepmother: supports,10 bis 15 Jahre: [Name der Stiefmutter] unterstuetzt Dich, wenn Du ein Problem hast. / 16 bis 17 Jahre: [Name der Stiefmutter] unterstuetzt Sie, wenn Sie ein Problem haben. / ab 18 Jahren: [Name der Stiefmutter] unterstuetzte Sie, wenn Sie ein Problem hatten.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie ein problem hatten.,12.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,13.0,209,,parenting style stepmother: punishes,10 bis 15 Jahre: [Name der Stiefmutter] bestraft Dich, wenn Du etwas gegen ihren Willen tust. / 16 bis 17 Jahre: [Name der Stiefmutter] bestraft Sie, wenn Sie etwas gegen ihren Willen tun. / ab 18 Jahren: [Name der Stiefmutter] bestrafte Sie, wenn Sie etwas gegen ihren Willen taten.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie etwas gegen ihren willen taten.,13.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,14.0,210,,parenting style stepmother: punishes,10 bis 15 Jahre: [Name der Stiefmutter] bestraft Dich, wenn Du etwas gegen ihren Willen tust. / 16 bis 17 Jahre: [Name der Stiefmutter] bestraft Sie, wenn Sie etwas gegen ihren Willen tun. / ab 18 Jahren: [Name der Stiefmutter] bestrafte Sie, wenn Sie etwas gegen ihren Willen taten.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie etwas gegen ihren willen taten.,14.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,15.0,211,,parenting style stepmother: punishes,10 bis 15 Jahre: [Name der Stiefmutter] bestraft Dich, wenn Du etwas gegen ihren Willen tust. / 16 bis 17 Jahre: [Name der Stiefmutter] bestraft Sie, wenn Sie etwas gegen ihren Willen tun. / ab 18 Jahren: [Name der Stiefmutter] bestrafte Sie, wenn Sie etwas gegen ihren Willen taten.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie etwas gegen ihren willen taten.,15.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,16.0,212,,parenting style stepmother: is disappointed of bad behaviour,10 bis 15 Jahre: [Name der Stiefmutter] ist enttaeuscht und traurig, wenn Du Dich schlecht benommen hast. / 16 bis 17 Jahre: [Name der Stiefmutter] ist enttaeuscht und traurig, wenn Sie sich schlecht benommen haben. / ab 18 Jahren: [Name der Stiefmutter] war enttaeuscht und traurig, wenn Sie sich schlecht benommen haben.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie sich schlecht benommen haben.,16.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,17.0,213,,parenting style stepmother: is disappointed of bad behaviour,10 bis 15 Jahre: [Name der Stiefmutter] ist enttaeuscht und traurig, wenn Du Dich schlecht benommen hast. / 16 bis 17 Jahre: [Name der Stiefmutter] ist enttaeuscht und traurig, wenn Sie sich schlecht benommen haben. / ab 18 Jahren: [Name der Stiefmutter] war enttaeuscht und traurig, wenn Sie sich schlecht benommen haben.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie sich schlecht benommen haben.,17.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,18.0,214,,parenting style stepmother: is disappointed of bad behaviour,10 bis 15 Jahre: [Name der Stiefmutter] ist enttaeuscht und traurig, wenn Du Dich schlecht benommen hast. / 16 bis 17 Jahre: [Name der Stiefmutter] ist enttaeuscht und traurig, wenn Sie sich schlecht benommen haben. / ab 18 Jahren: [Name der Stiefmutter] war enttaeuscht und traurig, wenn Sie sich schlecht benommen haben.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie sich schlecht benommen haben.,18.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,19.0,215,,parenting style stepmother: demands obedience,10 bis 15 Jahre: [Name der Stiefmutter] gibt Dir zu verstehen, dass Du Dich ihren Anordnungen nicht widersetzen sollst. / 16 bis 17 Jahre: [Name der Stiefmutter] gibt Ihnen zu verstehen, dass Sie sich ihren Anordnungen nicht widersetzen sollen. / ab 18 Jahren: [Name der Stiefmutter] gab Ihnen zu verstehen, dass Sie sich ihren Anordnungen nicht widersetzen sollten.,,,fre5,cat,,,,,,,,,,,,,,, dass sie sich ihren anordnungen nicht widersetzen sollten.,19.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,20.0,216,,parenting style stepmother: demands obedience,10 bis 15 Jahre: [Name der Stiefmutter] gibt Dir zu verstehen, dass Du Dich ihren Anordnungen nicht widersetzen sollst. / 16 bis 17 Jahre: [Name der Stiefmutter] gibt Ihnen zu verstehen, dass Sie sich ihren Anordnungen nicht widersetzen sollen. / ab 18 Jahren: [Name der Stiefmutter] gab Ihnen zu verstehen, dass Sie sich ihren Anordnungen nicht widersetzen sollten.,,,fre5,cat,,,,,,,,,,,,,,, dass sie sich ihren anordnungen nicht widersetzen sollten.,20.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,21.0,217,,parenting style stepmother: demands obedience,10 bis 15 Jahre: [Name der Stiefmutter] gibt Dir zu verstehen, dass Du Dich ihren Anordnungen nicht widersetzen sollst. / 16 bis 17 Jahre: [Name der Stiefmutter] gibt Ihnen zu verstehen, dass Sie sich ihren Anordnungen nicht widersetzen sollen. / ab 18 Jahren: [Name der Stiefmutter] gab Ihnen zu verstehen, dass Sie sich ihren Anordnungen nicht widersetzen sollten.,,,fre5,cat,,,,,,,,,,,,,,, dass sie sich ihren anordnungen nicht widersetzen sollten.,21.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,22.0,218,,parenting style stepmother: yells at misbehaviour,10 bis 15 Jahre: [Name der Stiefmutter] schreit Dich an, wenn Du etwas falschgemacht hast. / 16 bis17 Jahre: [Name der Stiefmutter] schreit Sie an, wenn Sie etwas falschgemacht haben. / ab 18 Jahren: [Name der Stiefmutter] schrie Sie an, wenn Sie etwas falschgemacht haben.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie etwas falschgemacht haben.,22.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,23.0,219,,parenting style stepmother: yells at misbehaviour,10 bis 15 Jahre: [Name der Stiefmutter] schreit Dich an, wenn Du etwas falschgemacht hast. / 16 bis17 Jahre: [Name der Stiefmutter] schreit Sie an, wenn Sie etwas falschgemacht haben. / ab 18 Jahren: [Name der Stiefmutter] schrie Sie an, wenn Sie etwas falschgemacht haben.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie etwas falschgemacht haben.,23.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,24.0,220,,parenting style stepmother: yells at misbehaviour,10 bis 15 Jahre: [Name der Stiefmutter] schreit Dich an, wenn Du etwas falschgemacht hast. / 16 bis17 Jahre: [Name der Stiefmutter] schreit Sie an, wenn Sie etwas falschgemacht haben. / ab 18 Jahren: [Name der Stiefmutter] schrie Sie an, wenn Sie etwas falschgemacht haben.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie etwas falschgemacht haben.,24.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,25.0,221,,parenting style stepmother: rails when being in a rage,10 bis 15 Jahre: [Name der Stiefmutter] beschimpft Dich, wenn sie wuetend auf Dich ist. / 16 bis 17 Jahre: [Name der Stiefmutter] beschimpft Sie, wenn sie wuetend auf Sie ist. / ab 18 Jahren: [Name der Stiefmutter] beschimpfte Sie, wenn sie wuetend auf Sie war.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie wuetend auf sie war.,25.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,26.0,222,,parenting style stepmother: rails when being in a rage,10 bis 15 Jahre: [Name der Stiefmutter] beschimpft Dich, wenn sie wuetend auf Dich ist. / 16 bis 17 Jahre: [Name der Stiefmutter] beschimpft Sie, wenn sie wuetend auf Sie ist. / ab 18 Jahren: [Name der Stiefmutter] beschimpfte Sie, wenn sie wuetend auf Sie war.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie wuetend auf sie war.,26.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,27.0,223,,parenting style stepmother: rails when being in a rage,10 bis 15 Jahre: [Name der Stiefmutter] beschimpft Dich, wenn sie wuetend auf Dich ist. / 16 bis 17 Jahre: [Name der Stiefmutter] beschimpft Sie, wenn sie wuetend auf Sie ist. / ab 18 Jahren: [Name der Stiefmutter] beschimpfte Sie, wenn sie wuetend auf Sie war.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie wuetend auf sie war.,27.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,28.0,224,,parenting style stepmother: talks about new friends,10 bis 15 Jahre: Wenn Du neue Freunde hast, unterhaelt sich [Name der Stiefmutter] mit Dir ueber diese Freunde. / 16 bis 17 Jahre: Wenn Sie neue Freunde haben, unterhaelt sich [Name der Stiefmutter] mit Ihnen ueber diese Freunde. / ab 18 Jahren: Wenn Sie neue Freunde hatten, unterhielt sich [Name der Stiefmutter] mit Ihnen ueber diese Freunde.,,,fre5,cat,,,,,,,,,,,,,,, unterhielt sich [name der stiefmutter] mit ihnen ueber diese freunde.,28.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,29.0,225,,parenting style stepmother: talks about new friends,10 bis 15 Jahre: Wenn Du neue Freunde hast, unterhaelt sich [Name der Stiefmutter] mit Dir ueber diese Freunde. / 16 bis 17 Jahre: Wenn Sie neue Freunde haben, unterhaelt sich [Name der Stiefmutter] mit Ihnen ueber diese Freunde. / ab 18 Jahren: Wenn Sie neue Freunde hatten, unterhielt sich [Name der Stiefmutter] mit Ihnen ueber diese Freunde.,,,fre5,cat,,,,,,,,,,,,,,, unterhielt sich [name der stiefmutter] mit ihnen ueber diese freunde.,29.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,30.0,226,,parenting style stepmother: talks about new friends,10 bis 15 Jahre: Wenn Du neue Freunde hast, unterhaelt sich [Name der Stiefmutter] mit Dir ueber diese Freunde. / 16 bis 17 Jahre: Wenn Sie neue Freunde haben, unterhaelt sich [Name der Stiefmutter] mit Ihnen ueber diese Freunde. / ab 18 Jahren: Wenn Sie neue Freunde hatten, unterhielt sich [Name der Stiefmutter] mit Ihnen ueber diese Freunde.,,,fre5,cat,,,,,,,,,,,,,,, unterhielt sich [name der stiefmutter] mit ihnen ueber diese freunde.,30.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,31.0,227,,parenting style stepmother: gets to know new friends soon,10 bis 15 Jahre: Wenn Du neue Freunde hast, lernt [Name der Stiefmutter] diese auch bald kennen. / 16 bis 17 Jahre: Wenn Sie neue Freunde haben, lernt [Name der Stiefmutter] diese auch bald kennen. / ab 18 Jahren: Wenn Sie neue Freunde hatten, lernte [Name der Stiefmutter] diese auch bald kennen.,,,fre5,cat,,,,,,,,,,,,,,, lernte [name der stiefmutter] diese auch bald kennen.,31.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,32.0,228,,parenting style stepmother: gets to know new friends soon,10 bis 15 Jahre: Wenn Du neue Freunde hast, lernt [Name der Stiefmutter] diese auch bald kennen. / 16 bis 17 Jahre: Wenn Sie neue Freunde haben, lernt [Name der Stiefmutter] diese auch bald kennen. / ab 18 Jahren: Wenn Sie neue Freunde hatten, lernte [Name der Stiefmutter] diese auch bald kennen.,,,fre5,cat,,,,,,,,,,,,,,, lernte [name der stiefmutter] diese auch bald kennen.,32.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,33.0,229,,parenting style stepmother: gets to know new friends soon,10 bis 15 Jahre: Wenn Du neue Freunde hast, lernt [Name der Stiefmutter] diese auch bald kennen. / 16 bis 17 Jahre: Wenn Sie neue Freunde haben, lernt [Name der Stiefmutter] diese auch bald kennen. / ab 18 Jahren: Wenn Sie neue Freunde hatten, lernte [Name der Stiefmutter] diese auch bald kennen.,,,fre5,cat,,,,,,,,,,,,,,, lernte [name der stiefmutter] diese auch bald kennen.,33.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100n,34.0,230,,parenting style stepmother: threatens inconsequently with punishment,10 bis 15 Jahre: [Name der Stiefmutter] droht Dir eine Strafe an, straft Dich dann aber doch nicht. / 16 bis 17 Jahre: [Name der Stiefmutter] droht Ihnen eine Strafe an, straft Sie dann aber doch nicht. / ab 18 Jahren: [Name der Stiefmutter] drohte Ihnen eine Strafe an, strafte Sie dann aber doch nicht.,,,fre5,cat,,,,,,,,,,,,,,, strafte sie dann aber doch nicht.,34.0
